User_ID,Exercise_Type,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Total_Calories_Burned
15740279,Jazzercise,male,29,186.0,93.0,25.0,101.0,40.7,47.85057098507465
14560093,"Windsurfing, sailing",male,36,200.0,103.0,17.0,101.0,40.4,18.01856984835821
15037548,"Running, 6 mph (10 min mile)",female,57,172.0,68.0,19.0,104.0,40.4,44.3466743355225
15692822,"Running, 8 mph (7.5 min mile)",female,24,170.0,64.0,8.0,90.0,39.6,23.72074032398012
19041762,"Basketball game, competitive",male,46,188.0,87.0,20.0,93.0,40.5,47.78693270447756
19820276,Fencing,female,23,159.0,54.0,6.0,86.0,39.5,6.668208601791048
13716627,"Loading, unloading car",male,65,175.0,77.0,26.0,116.0,40.8,20.60147163701493
17848481,"Cross country skiing, vigorous",male,45,176.0,76.0,4.0,91.0,38.4,9.3883163287562
19015061,"Stretching, hatha yoga",male,24,186.0,88.0,2.0,91.0,38.1,2.414824514228855
15330323,"Softball, officiating",male,58,191.0,99.0,16.0,94.0,40.2,21.733420628059697
17446692,"Basketball, officiating",female,33,166.0,62.0,20.0,99.0,40.0,29.787680007960184
16485564,"Climbing hills, carrying over 42 lb",female,42,145.0,49.0,7.0,90.0,39.6,10.592738489353213
12089825,Water jogging,female,37,169.0,67.0,7.0,84.0,39.6,12.880500826666651
10374360,"Running, 6 mph (10 min mile)",male,73,199.0,97.0,22.0,107.0,40.9,73.24752556656733
11907199,Fencing,female,44,162.0,59.0,27.0,105.0,40.9,32.78535895880598
17599089,Polo,female,22,163.0,60.0,12.0,86.0,39.5,19.77390318805968
11561675,"Martial arts, tae kwan do",female,33,163.0,61.0,21.0,104.0,40.8,43.96910977074638
10094392,"Sledding, tobagganing, luge",male,45,179.0,78.0,24.0,114.0,40.6,44.96978788298506
12816531,"Running, 10 mph (6 min mile)",male,64,194.0,96.0,27.0,106.0,40.7,142.34285642507467
10957774,Painting,female,67,157.0,54.0,5.0,81.0,39.2,4.173723402985075
18085674,"Basketball game, competitive",male,46,198.0,99.0,6.0,83.0,39.1,16.313470130149238
12329594,"Swimming, treading water, moderate",male,24,190.0,89.0,27.0,103.0,40.9,32.97058697552238
19499822,"Walking 4.0 mph, very brisk",female,35,169.0,65.0,25.0,110.0,41.1,27.88829171641798
12327588,Ski machine,female,27,166.0,62.0,15.0,88.0,39.9,22.34076000597014
14675041,"Rock climbing, rappelling",female,20,165.0,65.0,7.0,83.0,39.3,12.496008264676602
14747815,Kickball,female,60,159.0,53.0,6.0,87.0,39.5,7.639098582686564
13574880,"Sailing, yachting, ocean sailing",male,73,194.0,95.0,5.0,96.0,39.2,4.887961552238808
10385019,"Basketball, officiating",male,22,190.0,94.0,15.0,91.0,40.2,33.87147484776118
18389662,"Football, competitive",female,76,168.0,63.0,8.0,85.0,39.5,15.5648402292537
13659037,"Cross country skiing, vigorous",male,26,197.0,98.0,5.0,77.0,39.2,15.132483556218874
19877336,"Ice skating, rapidly",male,22,200.0,91.0,29.0,100.0,40.9,81.4992328670645
14566994,"Martial arts, judo, karate, jujitsu",female,25,167.0,61.0,24.0,107.0,40.2,50.25041116656729
14532793,"Climbing hills, carrying 10 to 20 lb",male,26,169.0,72.0,2.0,82.0,38.3,3.70780994865672
10387801,Water polo,male,63,196.0,101.0,9.0,95.0,39.5,31.20056267104485
17408293,"Hiking, cross country",male,50,197.0,96.0,9.0,88.0,39.6,17.781889604776126
18079088,"Cross country skiing, racing",female,52,176.0,70.0,14.0,89.0,40.4,47.08375227064675
11977275,Kickball,male,47,195.0,94.0,20.0,94.0,40.5,45.161966463681566
17692087,"Rowing machine, vigorous",male,64,185.0,92.0,28.0,112.0,41.0,75.1646626197017
12589547,"Martial arts, kick boxing",male,68,184.0,81.0,3.0,81.0,38.6,8.340744476417932
18544417,Snowmobiling,male,43,184.0,88.0,4.0,89.0,39.2,4.229914650746271
16399259,"Running, 6 mph (10 min mile)",female,28,169.0,64.0,13.0,94.0,39.8,28.55761071761201
17377957,"Rock climbing, ascending rock",male,25,179.0,78.0,6.0,97.0,39.3,17.66896550686566
16053189,"Horseback riding, walking",male,43,176.0,82.0,13.0,88.0,40.3,9.153373726169155
16163940,"Horseback riding, grooming horse",female,53,168.0,65.0,21.0,102.0,40.5,16.402936074626876
17374074,"Golf, walking and pulling clubs",male,47,165.0,72.0,20.0,96.0,40.3,21.25247770746269
18888891,Walking 5.0 mph,female,20,155.0,55.0,2.0,82.0,38.3,3.021012987064673
11900999,Walking 5.0 mph,female,65,161.0,64.0,17.0,90.0,40.6,29.880564817512404
15826911,Jazzercise,female,77,161.0,59.0,2.0,79.0,38.0,2.4285451080597023
18785051,Carrying heavy loads,male,57,189.0,89.0,13.0,95.0,40.1,31.775563873034795
13908888,Tai chi,male,35,208.0,103.0,12.0,98.0,40.0,16.95865397492537
10159698,Trampoline,male,59,177.0,82.0,13.0,84.0,39.8,12.80991198208956
14710809,Carrying small children,female,35,161.0,61.0,9.0,89.0,39.6,5.649454509850748
16395220,"Hiking, cross country",female,25,165.0,66.0,24.0,104.0,40.6,32.60013094208957
16710620,"Running, 8 mph (7.5 min mile)",male,24,199.0,106.0,8.0,96.0,39.7,39.28747616159207
17878231,General housework,male,22,192.0,96.0,20.0,100.0,40.7,23.072261731343293
18460827,Archery,male,53,173.0,78.0,13.0,96.0,39.9,12.18503822686568
16773675,"Running, 8 mph (7.5 min mile)",male,23,177.0,79.0,29.0,106.0,40.9,106.14104703562197
11068769,Swimming butterfly,male,26,175.0,79.0,12.0,87.0,40.4,35.79098141134326
11068769,General housework,male,26,175.0,79.0,12.0,87.0,40.4,11.391929229850753
13382975,"Running, stairs, up",female,39,181.0,76.0,7.0,84.0,39.4,27.39059297194028
10781141,Walking downstairs,female,21,160.0,56.0,9.0,86.0,39.9,5.186384468059704
13028550,"Golf, walking and pulling clubs",female,29,155.0,54.0,11.0,84.0,40.1,8.766647054328358
15458397,"Running, 5 mph (12 minute mile)",female,74,172.0,76.0,21.0,104.0,40.5,43.83215206686562
13066498,"Cricket (batting, bowling)",male,26,164.0,71.0,25.0,110.0,40.7,30.462595567164257
10952928,"Golf, walking and carrying clubs",female,51,152.0,56.0,4.0,86.0,38.5,3.462644600995026
18450755,Jazzercise,male,27,203.0,104.0,6.0,86.0,39.2,12.842475825671649
18218355,General cleaning,male,29,179.0,77.0,26.0,97.0,40.9,24.057639576119417
16366307,General housework,male,34,195.0,92.0,10.0,91.0,39.9,11.055458746268664
13586770,"Climbing hills, carrying 10 to 20 lb",female,20,166.0,60.0,23.0,102.0,40.6,35.5331786746269
15452606,"Volleyball, beach",male,27,197.0,100.0,29.0,111.0,40.9,79.64488784079593
18011309,"Whitewater rafting, kayaking, canoeing",female,51,164.0,66.0,19.0,100.0,40.2,21.52118019223886
13925063,"Rowing machine, vigorous",female,26,171.0,70.0,16.0,98.0,40.3,32.68028809552248
18700525,Softball or baseball,male,29,180.0,82.0,10.0,85.0,39.9,14.072861050746305
17461948,Walking 4.5 mph,male,32,196.0,96.0,28.0,110.0,40.9,58.11176982925396
15852151,"Boxing, sparring",female,43,168.0,66.0,20.0,102.0,40.2,40.7650577432835
17918506,Swimming synchronized,male,57,189.0,92.0,8.0,90.0,39.5,20.21332325890545
11795953,Playing soccer,male,42,174.0,76.0,14.0,84.0,40.4,25.55975123263681
10763803,"Stationary cycling, very vigorous",female,34,175.0,75.0,18.0,95.0,40.0,57.92945292537322
19389635,"Cross country skiing, vigorous",female,51,164.0,68.0,21.0,97.0,40.7,44.10038064955214
10107692,"Running, general",female,27,160.0,64.0,14.0,98.0,39.8,24.60752396736316
19758265,"Skin diving, fast",male,22,171.0,74.0,9.0,89.0,39.6,36.57420616477613
10559626,"Jumping rope, fast",female,38,176.0,67.0,3.0,87.0,39.0,8.278054000000008
12361913,"Skin diving, fast",female,30,164.0,61.0,5.0,79.0,38.8,16.74944876915423
13906072,"Walking 2.0 mph, slow",female,27,166.0,58.0,20.0,93.0,40.5,9.960519251741292
11057601,"Golf, using power cart",male,75,173.0,79.0,5.0,87.0,38.9,4.74663717910448
13557369,"Aerobics, high impact",female,63,170.0,71.0,3.0,74.0,38.7,5.116754711044774
12121015,Horseshoe pitching,male,20,187.0,90.0,25.0,105.0,40.7,23.153502089552248
11427300,Kickball,female,63,175.0,73.0,23.0,106.0,40.6,40.33347962368158
15583954,"Stationary cycling, moderate",female,48,181.0,72.0,6.0,89.0,39.4,10.377643357611936
14090060,"Cycling, 12-13.9 mph, moderate",male,69,184.0,87.0,18.0,91.0,40.0,43.00823943402981
10055434,"Table tennis, ping pong",male,28,202.0,99.0,15.0,88.0,39.9,20.375081838805965
16128896,Bowling,male,61,187.0,87.0,23.0,98.0,40.8,20.5911811916418
17323526,"Bagging grass, leaves",male,46,189.0,90.0,18.0,101.0,40.5,22.227362005970143
17035174,"Cleaning, dusting",male,21,180.0,74.0,7.0,83.0,39.5,4.447887045174129
18463742,"Backpacking, Hiking with pack",female,71,159.0,64.0,11.0,85.0,39.7,16.911715101293524
13977505,Bird watching,female,31,151.0,49.0,5.0,84.0,38.8,2.10373035920398
17298482,"Bagging grass, leaves",male,45,182.0,87.0,15.0,90.0,40.0,17.905374949253726
12769972,Pushing stroller or walking with children,female,44,164.0,66.0,23.0,103.0,40.5,13.034541572537314
19069422,Health club exercise,male,64,209.0,112.0,18.0,100.0,40.4,38.05623339940296
14760081,"Stationary cycling, very vigorous",male,71,210.0,115.0,14.0,99.0,40.2,69.0862364517414
18283695,"Stationary cycling, moderate",male,75,184.0,89.0,22.0,97.0,40.7,47.03570762547261
10007368,"Hockey, field hockey",female,21,185.0,80.0,12.0,103.0,39.9,26.36520425074624
12788358,"Running, 7 mph (8.5 min mile)",male,22,183.0,91.0,29.0,114.0,41.0,104.15941416477592
10421422,"Stationary cycling, vigorous",female,52,161.0,64.0,16.0,86.0,40.3,36.90406458587067
12135010,"Walking 4.0 mph, very brisk",female,77,166.0,65.0,20.0,105.0,40.3,22.310633373134383
16746512,"Racquetball, competitive",female,49,158.0,55.0,19.0,96.0,40.6,35.86863365373143
11919872,Cleaning gutters,male,29,177.0,81.0,1.0,78.0,37.7,1.3901240794029883
15599151,"Running, 6.7 mph (9 min mile)",female,29,157.0,57.0,28.0,101.0,40.8,60.25570288238802
10580206,Walking 5.0 mph,female,23,155.0,55.0,5.0,90.0,39.2,7.552532467661682
18676471,"Stationary cycling, moderate",female,27,157.0,59.0,2.0,81.0,38.3,2.834634065273631
10018244,"Boxing, sparring",male,21,191.0,95.0,18.0,89.0,40.6,52.80927934925362
19499991,"Basketball, wheelchair",male,29,161.0,64.0,5.0,92.0,39.3,7.13831947462688
15148209,"Skin diving, scuba diving",female,44,151.0,52.0,2.0,79.0,38.1,2.498321549054725
17076325,"Cycling, >20 mph, racing",female,46,170.0,71.0,27.0,114.0,40.7,105.2744042310448
14937430,"Carrying infant, level ground",male,24,168.0,69.0,10.0,103.0,40.0,8.291594059701497
14687327,Unicycling,male,37,178.0,88.0,7.0,86.0,39.2,10.57180781373137
18643037,"Sailing, competition",male,78,193.0,97.0,2.0,84.0,38.3,3.3294329802985154
16062868,Tai chi,female,45,173.0,70.0,12.0,90.0,39.8,11.525298817910446
13226857,"Martial arts, kick boxing",female,40,164.0,66.0,10.0,91.0,39.6,22.65387388656722
11343139,"Surfing, body surfing or board surfing",female,50,159.0,57.0,28.0,107.0,41.4,16.423550815522397
12291372,"Surfing, body surfing or board surfing",male,73,169.0,71.0,26.0,104.0,40.6,18.996162158805976
15019146,Playing soccer,male,20,181.0,77.0,18.0,94.0,40.2,33.294939105671624
17556420,Sky diving,female,31,157.0,61.0,26.0,115.0,40.7,16.320646361791052
19417282,"Cross country skiing, racing",male,29,190.0,92.0,22.0,93.0,40.5,97.24236183243777
15339233,"Roller blading, in-line skating",male,21,175.0,78.0,2.0,81.0,38.3,6.424758328358214
14930451,"Standing, playing with children, light",female,23,157.0,53.0,25.0,109.0,40.5,12.737811164179105
11692305,"Swimming, treading water, moderate",female,53,167.0,69.0,11.0,91.0,40.0,10.413930717611937
11710315,Shoveling snow by hand,male,31,187.0,90.0,24.0,98.0,40.8,44.45472401194032
10753894,Darts (wall or lawn),male,34,196.0,103.0,17.0,96.0,40.4,15.035232077412934
15908181,Snow shoeing,male,23,171.0,68.0,22.0,101.0,40.9,41.08577662407955
11763133,"Canoeing, rowing, light",male,47,175.0,76.0,30.0,113.0,41.3,23.46221545074628
15178043,"Sailing, competition",female,25,178.0,71.0,5.0,94.0,39.2,6.092519113432851
13933854,"Calisthenics, light",female,71,168.0,68.0,12.0,90.0,39.9,9.8057112358209
19478348,Swimming sidestroke,male,45,197.0,104.0,16.0,101.0,40.1,45.69968736796015
10250780,"Horseback riding, trotting",female,38,172.0,65.0,11.0,93.0,39.6,15.949682576119434
13757285,"Track and field (high jump, pole vault)",male,28,195.0,99.0,18.0,101.0,40.7,36.67514730985076
16088337,Walking using crutches,female,39,159.0,59.0,5.0,88.0,39.3,5.062797573134341
11408401,Handball,male,25,174.0,74.0,8.0,87.0,39.4,24.381134169154247
11507240,"Boxing, punching bag",male,67,183.0,87.0,26.0,106.0,40.4,46.55397486805972
11795953,"Teach physical education,exercise class",male,42,174.0,76.0,14.0,84.0,40.4,14.598711836019897
18469573,"Mowing lawn, walk, power mower",male,76,199.0,106.0,2.0,80.0,38.1,4.00194517890547
10008486,"Walk/run, playing with children, vigorous",female,53,157.0,65.0,10.0,97.0,39.9,11.155316686567192
15179324,Playing soccer,male,66,181.0,88.0,28.0,104.0,41.0,59.19100285452734
19500143,"Sailing, yachting, ocean sailing",female,46,169.0,73.0,23.0,94.0,40.7,17.277657781492543
18595772,"Frisbee playing, general",female,75,165.0,69.0,25.0,104.0,40.8,17.751018268656725
16927353,"Walk/run, playing with children, moderate",male,38,185.0,83.0,26.0,106.0,40.7,29.609041486965168
10891870,"Speed skating, ice, competitive",male,21,178.0,83.0,7.0,91.0,39.3,29.913410745671616
18327253,Krav maga training,male,24,190.0,92.0,13.0,91.0,40.0,41.05156540656727
13462534,"Aerobics, high impact",male,59,186.0,84.0,2.0,84.0,37.8,4.035750194626864
14065836,"Frisbee, ultimate frisbee",female,39,165.0,66.0,3.0,76.0,38.5,5.437823376716413
13531243,"Running, cross country",male,54,182.0,81.0,20.0,106.0,40.6,50.02984359402974
16673593,"Swimming laps, freestyle, fast",male,36,162.0,69.0,12.0,90.0,40.2,28.42031451223888
10870238,"Swimming laps, freestyle, slow",male,45,181.0,86.0,10.0,92.0,39.9,20.65919742487561
15360654,"Aerobics, step aerobics",male,46,187.0,83.0,19.0,100.0,40.5,46.01501279164192
17727250,Croquet,female,21,146.0,49.0,8.0,90.0,39.5,3.365968574726368
